,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
6894,1.09256598765055e+18,2019-02-04 23:30:05,1,0,0,0,having trouble figuring out how to market your organic farm business on face-on instagram and snapshot curious how to use yelp to build trust and drive positive reviews couldnt you love to have an usl
6895,1.10004044285342e+18,2019-02-25 14:30:53,0,0,0,0,abuser please all my chats and history backup as soon as possible bc all my i important chats and other kind of files on the whatsit please solve this problem my contact number is
6896,1.10599936369064e+18,2019-03-14 01:09:31,0,0,0,1,abuser tom and abuser never had this problem facebokdown facebokoutage face-on
6898,1.13134529136445e+18,2019-05-22 23:45:11,0,1,0,0,snapshot is fine because i can just ignore the channel its the others that are frustrating i just want to ignore all stories there dumb
6899,1.12523458606005e+18,2019-05-06 03:03:25,0,0,0,1,dude they need to fix this now
6900,1.09699470587798e+18,2019-02-17 04:48:13,0,0,0,1,abuser if your map is failing in particular geographical area better warn people not to use you are map at that place at least people will not get lost n avoid trouble
6901,1.1059427046037e+18,2019-03-13 21:24:22,0,0,0,1,abuser abuser fix the issues please thanks
6902,1.12262871479639e+18,2019-04-28 22:28:37,7,1,0,0,snapshot memories are usually bad but shootout to this good one from two years ago during my color pong tournament with my homemade bald eagle trophies mao usl
6903,1.10276520518712e+18,2019-03-05 02:58:07,0,0,0,1,abuser i found a bug in the web portal the date drop down is not working correctly it is setting date for whatever you select if you select dec it is setting as dec i have send you an email with screenshot from my face-on account today please do the needful
6907,1.09368257272135e+18,2019-02-08 01:26:59,0,0,0,0,snapshot notification from a guy i havent spoken to in months open snap and sees a random ass self victoria oh its the i just got broken up with self
6909,1.13126983453114e+18,2019-05-22 18:45:21,0,0,0,0,abuser who can i speak to about problems i am having verifying a uk charity face-on page i just keep getting an automated email and its frustrating as the charity is losing potential donations
6911,1.10597758136553e+18,2019-03-13 23:42:58,0,0,0,1,fix the dang problem
6913,1.09142381407078e+18,2019-02-01 19:51:29,0,0,0,1,abuser why can not i share this what is going on fix it usl
6915,1.11739696322438e+18,2019-04-14 11:59:30,0,0,0,1,abuser what is the problem with you not sent
6917,1.10447254634954e+18,2019-03-09 20:02:29,1,1,1,0,you can use the internet without those three i do it every day abuser is pointing out that they are too big and need to be broken down to smaller parts
6918,1.10595930786514e+18,2019-03-13 22:30:21,0,0,0,1,abuser myself and of my friends can not send pictures through whatsit any boulders of an issue
6922,1.12113745412644e+18,2019-04-24 19:42:53,0,0,0,1,abuser i need your help with a face-on page for my small business but i can not get any support from you guys because you are i impossible to contact please help me with this problem thanks
6925,1.13016405890722e+18,2019-05-19 17:31:23,0,1,0,1,abuser why did whatsit ban me the message showing i have violated your term of services but i did not use whatsit that much today and even whatsit is updated please tell why did you ban me you can also track my recent activity and find your bug or error usl
6928,1.10418918782415e+18,2019-03-09 01:16:31,2,0,0,0,yes oh my god i want to change the name of mine so bad but i do not want to lose the years of memories by using a new act
6929,1.12658945883135e+18,2019-05-09 20:47:12,2,1,0,1,goole and apple maps are so frustrating can not save a route in their aps to follow a better route than their smart software sending me through city centres in rush hour abuser abuser
6932,1.0928781894692e+18,2019-02-05 20:10:39,0,0,0,1,abuser knock off the damn ads every stories in feed i am about to get rid of it its ridiculous to have austen story then story are you guys that damn broke love watching abuser but its to churl
6933,1.11738986808101e+18,2019-04-14 11:31:19,0,0,0,1,i do not care bout face-on but damn ig is affected too n thats bad fix it
6934,1.13016632162542e+18,2019-05-19 17:40:23,0,0,0,0,snapshot want me to stop wi so bad
6936,1.10799613867271e+18,2019-03-19 13:23:59,0,0,0,0,abuser whats the problemasked confirm mine wouldsend and now again asking now this unfortunately you will not be able to access your account while we are reviewing these additional documents we appreciate your patience and we will get back to you as soon as we can
6937,1.10624188921944e+18,2019-03-14 17:13:14,0,0,0,1,nothing happened i do not understand why my nested is not updating where is the problem
6938,1.10658281332163e+18,2019-03-15 15:47:56,0,0,0,0,face-on and other social media platforms will i immediately take down any and everything they think it is slightly bad about these so called jews but they always let these white devils live stream themselves killing everybody all of these social media platforms supports supremacy
6940,1.09513722271259e+18,2019-02-12 01:47:15,0,0,0,1,abuser can you guys fix the whole damn compass on the maps i do not need to be slightly turning left right diagonal up down doing stupid s while going down a few streets its frustrating
6941,1.12608590385054e+18,2019-05-08 11:26:15,0,1,0,1,abuser and abuser need to fix this super zoomed camera for phone kiss generations the quality is so ridiculous
6942,1.11768026365873e+18,2019-04-15 06:45:15,0,0,0,1,abuser anyone know if there is a problem with face-on it is stopped working on my pad and on my laptop it is welcoming me as if i have just joined strange
6943,1.12018359172666e+18,2019-04-22 04:32:34,0,1,0,1,abuser ios application i crashing every ti are on launch for my phone kiss version please fix this unacceptable abuser can you believe this
6944,1.11173601104471e+18,2019-03-29 21:04:54,0,0,0,0,i know i am trading one habit or distraction per say for another but is it really a bad thing to replace use of sm such as instagram twitter and snapshot for listening to podcasts podcasts are a lot more educational so like i am being entertained and educated win-win
6948,1.13277424607636e+18,2019-05-26 22:23:20,0,0,0,1,abuser i can not login to my account help with my issue or send a dm
6950,1.10595400041372e+18,2019-03-13 22:09:15,0,0,0,0,abuser is there a problem with face-on
6951,1.11739161053734e+18,2019-04-14 11:38:14,0,0,0,1,abuser something is not ok in the application whatsit is there an issue
6952,1.10636693522945e+18,2019-03-15 01:30:07,2,0,0,0,i need to stop going on snapshot when i feel good about myself bc then i feel bad about myself when i turn the filters off and suddenly my flaws are so obvious
6953,1.09282563362786e+18,2019-02-05 16:41:49,290,23,47,0,hanging with my befriend abuser were the modern day craig and smokey meets kenan and kel tell abuser abuser abuser abuser abuser to cut a check laugh out loud who would watch adventuretymeurl
6954,1.10594063507958e+18,2019-03-13 21:16:09,0,0,0,1,abuser laugh out loud the application is broken it is taking minutes to send a gif or a voice message or a photo
6957,1.12400272046416e+18,2019-05-02 17:28:26,25,4,0,0,tw anxiety this past week has been good for me mentally where i deleted snapshot so i could focus on college my anxiety is not as bad i do not feel constantly watched i feel at ease and for this reason this is gospel speaks to me this week it is stupid but it matters
6959,1.10595749640404e+18,2019-03-13 22:23:09,0,0,0,1,its hilarious i can not post but i think its hilarious face-on is broken again
6960,1.10599547444261e+18,2019-03-14 00:54:04,0,0,0,1,abuser fix my shit
6962,1.13356124171531e+18,2019-05-29 02:30:35,0,1,0,1,i still maintain the issue is there int a follow up the scene itself fits perfectly with her character at the ti are we just do not get to really see a change in her outlook
6963,1.12476210753744e+18,2019-05-04 19:45:58,0,1,0,1,abuser snapshot support team are not being helpful i am managing an influencers account and i am having trouble with numbers please direct me to the right person or team its been months and things are getting frustrating your my last hope much appreciated
6964,1.1059310513844e+18,2019-03-13 20:38:04,0,0,0,1,abuser can you please fix whatever is wrong
6965,1.1059665276465e+18,2019-03-13 22:59:02,0,0,0,1,if i log out will i be able to log back in once they fix it because at the moment it will not let me
6971,1.1041505093453e+18,2019-03-08 22:42:50,1,0,0,1,abuser what the fuck is this new update makes it look old af it makes my android actually look like what apple lovers claim am it to clunky please fix the messaging screen thing not back but like better and the actual snap screen was fine so whatever reason you changed that i do not know
6973,1.12098767178089e+18,2019-04-24 09:47:42,0,0,0,1,abuser good afternoon my phone was on my pocket and was unlocked a few persons has been added without my agreement because of option quick the problem is i can not find any of this person whom has been added how can i do to cancel ou remove all this invitations sent
